date,warehouse,sku_id,category,system_forecast,override_flag,final_forecast,actual_demand,unit_cost,lead_time_days,safety_stock_units
2024-06-01,North-DC,PER-303,Perishable,399,True,356,424,522.74,14,54
2024-07-01,North-DC,PER-303,Perishable,337,True,302,404,522.74,14,80
2024-08-01,North-DC,PER-303,Perishable,369,True,350,362,522.74,14,46
2024-09-01,North-DC,PER-303,Perishable,387,False,387,362,522.74,14,50
2024-10-01,North-DC,PER-303,Perishable,374,True,420,369,522.74,14,44
2024-11-01,North-DC,PER-303,Perishable,397,False,397,271,522.74,14,67
2024-12-01,North-DC,PER-303,Perishable,376,False,376,482,522.74,14,62
2023-01-01,North-DC,PER-304,Perishable,1002,True,1047,979,525.98,10,153
2023-02-01,North-DC,PER-304,Perishable,1089,True,1211,975,525.98,10,158
2023-03-01,North-DC,PER-304,Perishable,1115,False,1115,1143,525.98,10,163
2023-04-01,North-DC,PER-304,Perishable,1074,False,1074,1176,525.98,10,152
2023-05-01,North-DC,PER-304,Perishable,1148,False,1148,1059,525.98,10,164
2023-06-01,North-DC,PER-304,Perishable,913,True,939,1043,525.98,10,168
2023-07-01,North-DC,PER-304,Perishable,1046,False,1046,1122,525.98,10,151
2023-08-01,North-DC,PER-304,Perishable,1020,False,1020,1066,525.98,10,139
2023-09-01,North-DC,PER-304,Perishable,942,False,942,1057,525.98,10,143
2023-10-01,North-DC,PER-304,Perishable,909,False,909,945,525.98,10,152
2023-11-01,North-DC,PER-304,Perishable,1024,False,1024,933,525.98,10,151
2023-12-01,North-DC,PER-304,Perishable,1032,False,1032,1185,525.98,10,160
2024-01-01,North-DC,PER-304,Perishable,1191,True,1177,1192,525.98,10,170
2024-02-01,North-DC,PER-304,Perishable,1318,False,1318,1221,525.98,10,156
2024-03-01,North-DC,PER-304,Perishable,1125,False,1125,1167,525.98,10,168
2024-04-01,North-DC,PER-304,Perishable,1194,False,1194,984,525.98,10,162
2024-05-01,North-DC,PER-304,Perishable,1066,False,1066,1214,525.98,10,139
2024-06-01,North-DC,PER-304,Perishable,1003,False,1003,941,525.98,10,151
2024-07-01,North-DC,PER-304,Perishable,963,False,963,975,525.98,10,132
2024-08-01,North-DC,PER-304,Perishable,1117,False,1117,1117,525.98,10,148
2024-09-01,North-DC,PER-304,Perishable,992,True,1002,1110,525.98,10,137
2024-10-01,North-DC,PER-304,Perishable,961,True,975,1117,525.98,10,146
2024-11-01,North-DC,PER-304,Perishable,979,False,979,1075,525.98,10,161
2024-12-01,North-DC,PER-304,Perishable,1215,True,1291,1065,525.98,10,145
2023-01-01,North-DC,PER-305,Perishable,1349,True,1372,1317,773.7,14,192
2023-02-01,North-DC,PER-305,Perishable,1329,False,1329,1186,773.7,14,208
2023-03-01,North-DC,PER-305,Perishable,1109,False,1109,1327,773.7,14,210
2023-04-01,North-DC,PER-305,Perishable,1223,True,1253,1298,773.7,14,200
2023-05-01,North-DC,PER-305,Perishable,1214,True,1232,1347,773.7,14,192
2023-06-01,North-DC,PER-305,Perishable,1119,True,1149,1273,773.7,14,194
2023-07-01,North-DC,PER-305,Perishable,1049,True,907,1055,773.7,14,159
2023-08-01,North-DC,PER-305,Perishable,1078,True,1146,852,773.7,14,169
2023-09-01,North-DC,PER-305,Perishable,981,False,981,984,773.7,14,150
2023-10-01,North-DC,PER-305,Perishable,964,False,964,977,773.7,14,154
2023-11-01,North-DC,PER-305,Perishable,1119,True,1140,997,773.7,14,171
2023-12-01,North-DC,PER-305,Perishable,1455,False,1455,1276,773.7,14,173
2024-01-01,North-DC,PER-305,Perishable,1350,False,1350,1060,773.7,14,208
2024-02-01,North-DC,PER-305,Perishable,1249,False,1249,1659,773.7,14,222
2024-03-01,North-DC,PER-305,Perishable,1409,True,1252,1505,773.7,14,208
2024-04-01,North-DC,PER-305,Perishable,1427,False,1427,1049,773.7,14,209
2024-05-01,North-DC,PER-305,Perishable,1495,False,1495,1322,773.7,14,196
2024-06-01,North-DC,PER-305,Perishable,1184,True,994,1204,773.7,14,180
2024-07-01,North-DC,PER-305,Perishable,1009,False,1009,1058,773.7,14,170
2024-08-01,North-DC,PER-305,Perishable,1016,False,1016,977,773.7,14,158
2024-09-01,North-DC,PER-305,Perishable,1079,False,1079,973,773.7,14,171
2024-10-01,North-DC,PER-305,Perishable,1067,False,1067,1124,773.7,14,165
2024-11-01,North-DC,PER-305,Perishable,1127,False,1127,1070,773.7,14,166
2024-12-01,North-DC,PER-305,Perishable,1364,False,1364,1253,773.7,14,181
2023-01-01,North-DC,PER-306,Perishable,789,True,868,630,1225.75,21,107
2023-02-01,North-DC,PER-306,Perishable,892,True,941,802,1225.75,21,110
2023-03-01,North-DC,PER-306,Perishable,750,False,750,629,1225.75,21,118
2023-04-01,North-DC,PER-306,Perishable,796,True,825,781,1225.75,21,117
2023-05-01,North-DC,PER-306,Perishable,815,False,815,837,1225.75,21,111
2023-06-01,North-DC,PER-306,Perishable,722,False,722,684,1225.75,21,105
2023-07-01,North-DC,PER-306,Perishable,652,True,603,644,1225.75,21,94
2023-08-01,North-DC,PER-306,Perishable,565,True,673,573,1225.75,21,81
2023-09-01,North-DC,PER-306,Perishable,591,False,591,449,1225.75,21,94
2023-10-01,North-DC,PER-306,Perishable,547,False,547,601,1225.75,21,104
2023-11-01,North-DC,PER-306,Perishable,569,False,569,565,1225.75,21,107
2023-12-01,North-DC,PER-306,Perishable,703,False,703,670,1225.75,21,106
2024-01-01,North-DC,PER-306,Perishable,710,False,710,615,1225.75,21,126
2024-02-01,North-DC,PER-306,Perishable,864,False,864,666,1225.75,21,131
2024-03-01,North-DC,PER-306,Perishable,737,True,719,795,1225.75,21,130
2024-04-01,North-DC,PER-306,Perishable,889,True,881,904,1225.75,21,113
2024-05-01,North-DC,PER-306,Perishable,683,False,683,838,1225.75,21,101
2024-06-01,North-DC,PER-306,Perishable,690,False,690,651,1225.75,21,107
2024-07-01,North-DC,PER-306,Perishable,571,True,595,626,1225.75,21,94
2024-08-01,North-DC,PER-306,Perishable,578,True,533,558,1225.75,21,84
2024-09-01,North-DC,PER-306,Perishable,551,False,551,465,1225.75,21,92
2024-10-01,North-DC,PER-306,Perishable,640,False,640,565,1225.75,21,91
2024-11-01,North-DC,PER-306,Perishable,557,True,504,535,1225.75,21,96
2024-12-01,North-DC,PER-306,Perishable,820,False,820,816,1225.75,21,102
2023-01-01,West-DC,APP-101,Apparel,587,True,774,668,917.81,21,69
2023-02-01,West-DC,APP-101,Apparel,558,False,558,656,917.81,21,94
2023-03-01,West-DC,APP-101,Apparel,731,False,731,603,917.81,21,103
2023-04-01,West-DC,APP-101,Apparel,549,False,549,729,917.81,21,96
2023-05-01,West-DC,APP-101,Apparel,565,False,565,590,917.81,21,91
2023-06-01,West-DC,APP-101,Apparel,618,True,811,595,917.81,21,88
2023-07-01,West-DC,APP-101,Apparel,573,False,573,527,917.81,21,78
2023-08-01,West-DC,APP-101,Apparel,479,False,479,522,917.81,21,90
2023-09-01,West-DC,APP-101,Apparel,447,True,566,519,917.81,21,72
2023-10-01,West-DC,APP-101,Apparel,437,False,437,599,917.81,21,110
2023-11-01,West-DC,APP-101,Apparel,528,False,528,608,917.81,21,87
2023-12-01,West-DC,APP-101,Apparel,556,False,556,570,917.81,21,83
2024-01-01,West-DC,APP-101,Apparel,577,False,577,655,917.81,21,94
2024-02-01,West-DC,APP-101,Apparel,634,True,796,425,917.81,21,102
2024-03-01,West-DC,APP-101,Apparel,570,True,709,666,917.81,21,85
2024-04-01,West-DC,APP-101,Apparel,647,True,762,653,917.81,21,97
2024-05-01,West-DC,APP-101,Apparel,554,False,554,614,917.81,21,92
2024-06-01,West-DC,APP-101,Apparel,614,False,614,600,917.81,21,88
2024-07-01,West-DC,APP-101,Apparel,536,True,637,595,917.81,21,74
2024-08-01,West-DC,APP-101,Apparel,487,False,487,513,917.81,21,75
2024-09-01,West-DC,APP-101,Apparel,538,True,665,515,917.81,21,77
2024-10-01,West-DC,APP-101,Apparel,522,True,617,510,917.81,21,70
2024-11-01,West-DC,APP-101,Apparel,508,False,508,581,917.81,21,89
2024-12-01,West-DC,APP-101,Apparel,545,True,641,546,917.81,21,84
2023-01-01,West-DC,APP-102,Apparel,644,False,644,661,2098.96,7,107
2023-02-01,West-DC,APP-102,Apparel,727,True,962,781,2098.96,7,90
2023-03-01,West-DC,APP-102,Apparel,697,False,697,702,2098.96,7,89
2023-04-01,West-DC,APP-102,Apparel,628,False,628,672,2098.96,7,109
2023-05-01,West-DC,APP-102,Apparel,633,False,633,609,2098.96,7,92
2023-06-01,West-DC,APP-102,Apparel,685,True,870,637,2098.96,7,87
2023-07-01,West-DC,APP-102,Apparel,604,True,773,687,2098.96,7,103
2023-08-01,West-DC,APP-102,Apparel,597,False,597,565,2098.96,7,100
2023-09-01,West-DC,APP-102,Apparel,597,True,695,626,2098.96,7,89
2023-10-01,West-DC,APP-102,Apparel,656,True,806,698,2098.96,7,104
2023-11-01,West-DC,APP-102,Apparel,639,True,768,635,2098.96,7,106
2023-12-01,West-DC,APP-102,Apparel,630,False,630,644,2098.96,7,70
2024-01-01,West-DC,APP-102,Apparel,599,False,599,678,2098.96,7,99
2024-02-01,West-DC,APP-102,Apparel,687,False,687,660,2098.96,7,117
2024-03-01,West-DC,APP-102,Apparel,682,False,682,682,2098.96,7,110
2024-04-01,West-DC,APP-102,Apparel,697,True,842,774,2098.96,7,113
2024-05-01,West-DC,APP-102,Apparel,639,False,639,715,2098.96,7,114
2024-06-01,West-DC,APP-102,Apparel,753,True,975,578,2098.96,7,92
2024-07-01,West-DC,APP-102,Apparel,561,False,561,560,2098.96,7,99
2024-08-01,West-DC,APP-102,Apparel,588,False,588,624,2098.96,7,104
2024-09-01,West-DC,APP-102,Apparel,632,False,632,483,2098.96,7,96
2024-10-01,West-DC,APP-102,Apparel,673,False,673,646,2098.96,7,107
2024-11-01,West-DC,APP-102,Apparel,669,False,669,615,2098.96,7,115
2024-12-01,West-DC,APP-102,Apparel,720,True,869,733,2098.96,7,119
2023-01-01,West-DC,APP-103,Apparel,561,False,561,691,1650.59,7,96
2023-02-01,West-DC,APP-103,Apparel,629,False,629,656,1650.59,7,111
2023-03-01,West-DC,APP-103,Apparel,636,True,816,619,1650.59,7,96
2023-04-01,West-DC,APP-103,Apparel,639,False,639,596,1650.59,7,96
2023-05-01,West-DC,APP-103,Apparel,567,True,648,645,1650.59,7,107
2023-06-01,West-DC,APP-103,Apparel,560,False,560,649,1650.59,7,95
2023-07-01,West-DC,APP-103,Apparel,676,False,676,522,1650.59,7,82
2023-08-01,West-DC,APP-103,Apparel,578,False,578,515,1650.59,7,93
2023-09-01,West-DC,APP-103,Apparel,614,True,693,605,1650.59,7,86
2023-10-01,West-DC,APP-103,Apparel,617,True,756,592,1650.59,7,91
2023-11-01,West-DC,APP-103,Apparel,572,False,572,652,1650.59,7,68
2023-12-01,West-DC,APP-103,Apparel,547,True,713,712,1650.59,7,88
2024-01-01,West-DC,APP-103,Apparel,552,False,552,670,1650.59,7,100
2024-02-01,West-DC,APP-103,Apparel,653,False,653,598,1650.59,7,101
2024-03-01,West-DC,APP-103,Apparel,616,False,616,650,1650.59,7,102
2024-04-01,West-DC,APP-103,Apparel,688,False,688,583,1650.59,7,87
2024-05-01,West-DC,APP-103,Apparel,710,False,710,664,1650.59,7,99
2024-06-01,West-DC,APP-103,Apparel,609,True,756,657,1650.59,7,82
2024-07-01,West-DC,APP-103,Apparel,639,True,789,632,1650.59,7,86
2024-08-01,West-DC,APP-103,Apparel,609,True,709,546,1650.59,7,73
2024-09-01,West-DC,APP-103,Apparel,597,False,597,604,1650.59,7,70
2024-10-01,West-DC,APP-103,Apparel,561,False,561,654,1650.59,7,97
2024-11-01,West-DC,APP-103,Apparel,545,True,602,689,1650.59,7,91
2024-12-01,West-DC,APP-103,Apparel,612,True,772,635,1650.59,7,113
2023-01-01,West-DC,APP-104,Apparel,795,False,795,809,1377.25,14,148
2023-02-01,West-DC,APP-104,Apparel,913,True,995,902,1377.25,14,136
2023-03-01,West-DC,APP-104,Apparel,932,True,1106,862,1377.25,14,144
2023-04-01,West-DC,APP-104,Apparel,1039,False,1039,1011,1377.25,14,138
2023-05-01,West-DC,APP-104,Apparel,819,False,819,1007,1377.25,14,125
2023-06-01,West-DC,APP-104,Apparel,838,True,1078,865,1377.25,14,131
2023-07-01,West-DC,APP-104,Apparel,720,True,822,569,1377.25,14,127
2023-08-01,West-DC,APP-104,Apparel,703,True,894,776,1377.25,14,116
2023-09-01,West-DC,APP-104,Apparel,675,False,675,741,1377.25,14,94
2023-10-01,West-DC,APP-104,Apparel,802,False,802,677,1377.25,14,102
2023-11-01,West-DC,APP-104,Apparel,882,True,1167,789,1377.25,14,121
2023-12-01,West-DC,APP-104,Apparel,733,False,733,849,1377.25,14,134
2024-01-01,West-DC,APP-104,Apparel,927,False,927,874,1377.25,14,113
2024-02-01,West-DC,APP-104,Apparel,1043,False,1043,975,1377.25,14,154
2024-03-01,West-DC,APP-104,Apparel,1019,False,1019,1002,1377.25,14,143
2024-04-01,West-DC,APP-104,Apparel,922,True,1148,1029,1377.25,14,155
2024-05-01,West-DC,APP-104,Apparel,962,False,962,1002,1377.25,14,138
2024-06-01,West-DC,APP-104,Apparel,824,False,824,757,1377.25,14,120
2024-07-01,West-DC,APP-104,Apparel,781,True,1026,898,1377.25,14,120
2024-08-01,West-DC,APP-104,Apparel,844,False,844,834,1377.25,14,111
2024-09-01,West-DC,APP-104,Apparel,690,False,690,756,1377.25,14,98
2024-10-01,West-DC,APP-104,Apparel,674,False,674,719,1377.25,14,101
2024-11-01,West-DC,APP-104,Apparel,830,True,1106,875,1377.25,14,121
2024-12-01,West-DC,APP-104,Apparel,870,False,870,828,1377.25,14,119
2023-01-01,West-DC,APP-105,Apparel,616,True,855,577,469.84,14,92
2023-02-01,West-DC,APP-105,Apparel,614,True,793,559,469.84,14,103
2023-03-01,West-DC,APP-105,Apparel,746,True,970,719,469.84,14,99
2023-04-01,West-DC,APP-105,Apparel,627,False,627,697,469.84,14,92
2023-05-01,West-DC,APP-105,Apparel,663,False,663,571,469.84,14,97
2023-06-01,West-DC,APP-105,Apparel,676,False,676,572,469.84,14,105
2023-07-01,West-DC,APP-105,Apparel,522,True,569,536,469.84,14,89
2023-08-01,West-DC,APP-105,Apparel,522,False,522,637,469.84,14,80
2023-09-01,West-DC,APP-105,Apparel,551,False,551,587,469.84,14,84
2023-10-01,West-DC,APP-105,Apparel,646,True,780,675,469.84,14,98
2023-11-01,West-DC,APP-105,Apparel,658,True,829,516,469.84,14,95
2023-12-01,West-DC,APP-105,Apparel,684,False,684,754,469.84,14,95
2024-01-01,West-DC,APP-105,Apparel,596,False,596,677,469.84,14,107
2024-02-01,West-DC,APP-105,Apparel,733,False,733,697,469.84,14,111
2024-03-01,West-DC,APP-105,Apparel,714,True,922,643,469.84,14,106
2024-04-01,West-DC,APP-105,Apparel,685,False,685,769,469.84,14,90
2024-05-01,West-DC,APP-105,Apparel,685,False,685,691,469.84,14,91
2024-06-01,West-DC,APP-105,Apparel,635,True,851,707,469.84,14,91
2024-07-01,West-DC,APP-105,Apparel,587,True,703,590,469.84,14,102
2024-08-01,West-DC,APP-105,Apparel,585,False,585,705,469.84,14,94
2024-09-01,West-DC,APP-105,Apparel,630,False,630,632,469.84,14,92
2024-10-01,West-DC,APP-105,Apparel,642,False,642,664,469.84,14,80
2024-11-01,West-DC,APP-105,Apparel,732,True,901,654,469.84,14,104
2024-12-01,West-DC,APP-105,Apparel,693,False,693,561,469.84,14,105
2023-01-01,West-DC,APP-106,Apparel,1153,False,1153,1160,469.79,14,152
2023-02-01,West-DC,APP-106,Apparel,1066,False,1066,1362,469.79,14,166
2023-03-01,West-DC,APP-106,Apparel,1093,False,1093,951,469.79,14,174
2023-04-01,West-DC,APP-106,Apparel,1270,False,1270,1082,469.79,14,164
2023-05-01,West-DC,APP-106,Apparel,1133,False,1133,1032,469.79,14,152
2023-06-01,West-DC,APP-106,Apparel,1093,True,1265,1072,469.79,14,144
2023-07-01,West-DC,APP-106,Apparel,1036,False,1036,1220,469.79,14,152
2023-08-01,West-DC,APP-106,Apparel,842,False,842,848,469.79,14,144
2023-09-01,West-DC,APP-106,Apparel,894,False,894,861,469.79,14,138
2023-10-01,West-DC,APP-106,Apparel,968,False,968,893,469.79,14,112
2023-11-01,West-DC,APP-106,Apparel,923,False,923,981,469.79,14,144
2023-12-01,West-DC,APP-106,Apparel,989,False,989,1037,469.79,14,169
2024-01-01,West-DC,APP-106,Apparel,1013,True,1283,1146,469.79,14,161
2024-02-01,West-DC,APP-106,Apparel,1233,False,1233,1261,469.79,14,170
2024-03-01,West-DC,APP-106,Apparel,1097,True,1358,1219,469.79,14,161
2024-04-01,West-DC,APP-106,Apparel,1138,True,1324,1220,469.79,14,174
2024-05-01,West-DC,APP-106,Apparel,915,False,915,1148,469.79,14,179
2024-06-01,West-DC,APP-106,Apparel,1059,False,1059,1219,469.79,14,154
2024-07-01,West-DC,APP-106,Apparel,1033,False,1033,831,469.79,14,141
2024-08-01,West-DC,APP-106,Apparel,909,False,909,812,469.79,14,132
2024-09-01,West-DC,APP-106,Apparel,915,True,1089,815,469.79,14,131
2024-10-01,West-DC,APP-106,Apparel,711,True,942,921,469.79,14,135
2024-11-01,West-DC,APP-106,Apparel,1115,False,1115,886,469.79,14,154
2024-12-01,West-DC,APP-106,Apparel,1179,False,1179,1063,469.79,14,159
2023-01-01,West-DC,ELC-201,Electronics,714,False,714,826,269.07,10,118
2023-02-01,West-DC,ELC-201,Electronics,913,True,921,837,269.07,10,122
2023-03-01,West-DC,ELC-201,Electronics,865,True,853,857,269.07,10,139
2023-04-01,West-DC,ELC-201,Electronics,847,True,825,886,269.07,10,129
2023-05-01,West-DC,ELC-201,Electronics,767,False,767,895,269.07,10,109
2023-06-01,West-DC,ELC-201,Electronics,663,True,656,686,269.07,10,104
2023-07-01,West-DC,ELC-201,Electronics,723,False,723,526,269.07,10,114
2023-08-01,West-DC,ELC-201,Electronics,735,True,697,616,269.07,10,101
2023-09-01,West-DC,ELC-201,Electronics,616,False,616,567,269.07,10,106
2023-10-01,West-DC,ELC-201,Electronics,667,False,667,655,269.07,10,101
2023-11-01,West-DC,ELC-201,Electronics,628,False,628,702,269.07,10,94
2023-12-01,West-DC,ELC-201,Electronics,746,False,746,776,269.07,10,109
2024-01-01,West-DC,ELC-201,Electronics,819,False,819,815,269.07,10,128
2024-02-01,West-DC,ELC-201,Electronics,970,True,945,870,269.07,10,145
2024-03-01,West-DC,ELC-201,Electronics,803,True,809,842,269.07,10,122
2024-04-01,West-DC,ELC-201,Electronics,902,False,902,786,269.07,10,125
2024-05-01,West-DC,ELC-201,Electronics,896,False,896,726,269.07,10,131
2024-06-01,West-DC,ELC-201,Electronics,791,True,732,781,269.07,10,112
2024-07-01,West-DC,ELC-201,Electronics,611,True,619,712,269.07,10,91
2024-08-01,West-DC,ELC-201,Electronics,552,False,552,673,269.07,10,101
2024-09-01,West-DC,ELC-201,Electronics,643,False,643,646,269.07,10,82
2024-10-01,West-DC,ELC-201,Electronics,606,True,616,719,269.07,10,98
2024-11-01,West-DC,ELC-201,Electronics,680,True,670,569,269.07,10,108
2024-12-01,West-DC,ELC-201,Electronics,709,False,709,715,269.07,10,117
2023-01-01,West-DC,ELC-202,Electronics,371,False,371,443,1925.66,21,49
2023-02-01,West-DC,ELC-202,Electronics,419,False,419,411,1925.66,21,62
2023-03-01,West-DC,ELC-202,Electronics,450,False,450,351,1925.66,21,70
2023-04-01,West-DC,ELC-202,Electronics,429,False,429,472,1925.66,21,73
2023-05-01,West-DC,ELC-202,Electronics,398,False,398,425,1925.66,21,60
2023-06-01,West-DC,ELC-202,Electronics,340,False,340,351,1925.66,21,68
2023-07-01,West-DC,ELC-202,Electronics,298,False,298,269,1925.66,21,50
2023-08-01,West-DC,ELC-202,Electronics,297,False,297,224,1925.66,21,51
2023-09-01,West-DC,ELC-202,Electronics,257,False,257,270,1925.66,21,30
2023-10-01,West-DC,ELC-202,Electronics,323,False,323,320,1925.66,21,42
2023-11-01,West-DC,ELC-202,Electronics,324,True,328,263,1925.66,21,62
2023-12-01,West-DC,ELC-202,Electronics,313,False,313,356,1925.66,21,60
2024-01-01,West-DC,ELC-202,Electronics,386,False,386,388,1925.66,21,69
2024-02-01,West-DC,ELC-202,Electronics,410,False,410,411,1925.66,21,49
2024-03-01,West-DC,ELC-202,Electronics,367,False,367,526,1925.66,21,57
2024-04-01,West-DC,ELC-202,Electronics,384,False,384,406,1925.66,21,41
2024-05-01,West-DC,ELC-202,Electronics,339,False,339,403,1925.66,21,53
2024-06-01,West-DC,ELC-202,Electronics,340,False,340,287,1925.66,21,47
2024-07-01,West-DC,ELC-202,Electronics,265,False,265,292,1925.66,21,53
2024-08-01,West-DC,ELC-202,Electronics,274,False,274,264,1925.66,21,51
2024-09-01,West-DC,ELC-202,Electronics,242,True,239,243,1925.66,21,35
2024-10-01,West-DC,ELC-202,Electronics,249,True,236,234,1925.66,21,21
2024-11-01,West-DC,ELC-202,Electronics,264,True,282,264,1925.66,21,37
2024-12-01,West-DC,ELC-202,Electronics,292,False,292,300,1925.66,21,34
2023-01-01,West-DC,ELC-203,Electronics,358,False,358,371,1382.29,21,39
2023-02-01,West-DC,ELC-203,Electronics,452,True,435,402,1382.29,21,63
2023-03-01,West-DC,ELC-203,Electronics,427,True,404,527,1382.29,21,54
2023-04-01,West-DC,ELC-203,Electronics,345,False,345,405,1382.29,21,57
2023-05-01,West-DC,ELC-203,Electronics,363,False,363,378,1382.29,21,63
2023-06-01,West-DC,ELC-203,Electronics,382,False,382,408,1382.29,21,59
2023-07-01,West-DC,ELC-203,Electronics,270,False,270,332,1382.29,21,36
2023-08-01,West-DC,ELC-203,Electronics,336,False,336,281,1382.29,21,44
2023-09-01,West-DC,ELC-203,Electronics,285,False,285,322,1382.29,21,40
2023-10-01,West-DC,ELC-203,Electronics,281,False,281,324,1382.29,21,24
2023-11-01,West-DC,ELC-203,Electronics,307,False,307,307,1382.29,21,50
2023-12-01,West-DC,ELC-203,Electronics,334,False,334,301,1382.29,21,78
2024-01-01,West-DC,ELC-203,Electronics,328,False,328,385,1382.29,21,47
2024-02-01,West-DC,ELC-203,Electronics,354,True,379,411,1382.29,21,53
2024-03-01,West-DC,ELC-203,Electronics,384,False,384,380,1382.29,21,69
2024-04-01,West-DC,ELC-203,Electronics,407,True,419,395,1382.29,21,54
2024-05-01,West-DC,ELC-203,Electronics,362,False,362,343,1382.29,21,59
2024-06-01,West-DC,ELC-203,Electronics,352,True,331,353,1382.29,21,55
2024-07-01,West-DC,ELC-203,Electronics,285,True,285,296,1382.29,21,49
2024-08-01,West-DC,ELC-203,Electronics,313,True,306,293,1382.29,21,21
2024-09-01,West-DC,ELC-203,Electronics,272,False,272,257,1382.29,21,32
2024-10-01,West-DC,ELC-203,Electronics,264,False,264,262,1382.29,21,20
2024-11-01,West-DC,ELC-203,Electronics,287,False,287,238,1382.29,21,50
2024-12-01,West-DC,ELC-203,Electronics,294,False,294,395,1382.29,21,44
2023-01-01,West-DC,ELC-204,Electronics,1022,False,1022,1222,1601.55,21,150
2023-02-01,West-DC,ELC-204,Electronics,1112,False,1112,1177,1601.55,21,157
2023-03-01,West-DC,ELC-204,Electronics,1104,False,1104,1099,1601.55,21,160
2023-04-01,West-DC,ELC-204,Electronics,1115,True,1035,1058,1601.55,21,160
2023-05-01,West-DC,ELC-204,Electronics,991,True,1012,1094,1601.55,21,149
2023-06-01,West-DC,ELC-204,Electronics,1142,False,1142,991,1601.55,21,159
2023-07-01,West-DC,ELC-204,Electronics,1068,False,1068,963,1601.55,21,140
2023-08-01,West-DC,ELC-204,Electronics,1038,True,1072,968,1601.55,21,149
2023-09-01,West-DC,ELC-204,Electronics,882,True,933,907,1601.55,21,149
2023-10-01,West-DC,ELC-204,Electronics,999,False,999,971,1601.55,21,136
2023-11-01,West-DC,ELC-204,Electronics,1028,True,1036,1117,1601.55,21,159
2023-12-01,West-DC,ELC-204,Electronics,979,False,979,1180,1601.55,21,152
2024-01-01,West-DC,ELC-204,Electronics,950,False,950,969,1601.55,21,165
2024-02-01,West-DC,ELC-204,Electronics,1103,True,1040,1055,1601.55,21,161
2024-03-01,West-DC,ELC-204,Electronics,939,False,939,1134,1601.55,21,162
2024-04-01,West-DC,ELC-204,Electronics,1139,False,1139,1202,1601.55,21,169
2024-05-01,West-DC,ELC-204,Electronics,1097,True,1103,1067,1601.55,21,148
2024-06-01,West-DC,ELC-204,Electronics,1096,False,1096,1198,1601.55,21,151
2024-07-01,West-DC,ELC-204,Electronics,1037,False,1037,963,1601.55,21,140
2024-08-01,West-DC,ELC-204,Electronics,927,False,927,909,1601.55,21,135
2024-09-01,West-DC,ELC-204,Electronics,1090,True,951,980,1601.55,21,143
2024-10-01,West-DC,ELC-204,Electronics,1118,True,1046,833,1601.55,21,135
2024-11-01,West-DC,ELC-204,Electronics,1040,False,1040,957,1601.55,21,153
2024-12-01,West-DC,ELC-204,Electronics,1032,False,1032,1031,1601.55,21,164
2023-01-01,West-DC,ELC-205,Electronics,1172,False,1172,1149,192.2,21,164
2023-02-01,West-DC,ELC-205,Electronics,1219,False,1219,1193,192.2,21,174
2023-03-01,West-DC,ELC-205,Electronics,1199,False,1199,1228,192.2,21,165
2023-04-01,West-DC,ELC-205,Electronics,1199,True,1224,1276,192.2,21,177
2023-05-01,West-DC,ELC-205,Electronics,1218,True,1129,1386,192.2,21,156
2023-06-01,West-DC,ELC-205,Electronics,1150,False,1150,1226,192.2,21,171
2023-07-01,West-DC,ELC-205,Electronics,939,False,939,921,192.2,21,148
2023-08-01,West-DC,ELC-205,Electronics,1012,False,1012,953,192.2,21,144
2023-09-01,West-DC,ELC-205,Electronics,1048,False,1048,958,192.2,21,155
2023-10-01,West-DC,ELC-205,Electronics,954,True,895,1066,192.2,21,155
2023-11-01,West-DC,ELC-205,Electronics,1016,False,1016,1107,192.2,21,159
2023-12-01,West-DC,ELC-205,Electronics,1087,False,1087,987,192.2,21,168
2024-01-01,West-DC,ELC-205,Electronics,1139,False,1139,1223,192.2,21,177
2024-02-01,West-DC,ELC-205,Electronics,1123,False,1123,1244,192.2,21,176
2024-03-01,West-DC,ELC-205,Electronics,1297,False,1297,1254,192.2,21,163
2024-04-01,West-DC,ELC-205,Electronics,1254,False,1254,1261,192.2,21,168
2024-05-01,West-DC,ELC-205,Electronics,1146,False,1146,1090,192.2,21,168
2024-06-01,West-DC,ELC-205,Electronics,1234,True,1122,1248,192.2,21,164
2024-07-01,West-DC,ELC-205,Electronics,1036,True,999,1098,192.2,21,157
2024-08-01,West-DC,ELC-205,Electronics,1108,True,1138,1040,192.2,21,154
2024-09-01,West-DC,ELC-205,Electronics,1067,False,1067,1033,192.2,21,166
2024-10-01,West-DC,ELC-205,Electronics,1189,False,1189,968,192.2,21,157
2024-11-01,West-DC,ELC-205,Electronics,1114,True,1097,1149,192.2,21,173
2024-12-01,West-DC,ELC-205,Electronics,1227,False,1227,1096,192.2,21,166
2023-01-01,West-DC,ELC-206,Electronics,1188,True,1078,1162,2138.32,14,168
2023-02-01,West-DC,ELC-206,Electronics,1096,False,1096,1227,2138.32,14,189
2023-03-01,West-DC,ELC-206,Electronics,1152,True,1253,1358,2138.32,14,190
2023-04-01,West-DC,ELC-206,Electronics,1215,False,1215,1094,2138.32,14,182
2023-05-01,West-DC,ELC-206,Electronics,1068,False,1068,1002,2138.32,14,160
2023-06-01,West-DC,ELC-206,Electronics,1042,True,1118,943,2138.32,14,155
2023-07-01,West-DC,ELC-206,Electronics,983,True,1034,916,2138.32,14,167
